"date","GDP","GDPC1","USREC","g1","rg1","g4","rg4"
1947-01-01,243.164,2034.45,0,NA,NA,NA,NA
1947-04-01,245.968,2029.024,0,0.0115313122008194,-0.00266705989333704,NA,NA
1947-07-01,249.585,2024.834,0,0.0147051648994996,-0.00206503225195975,NA,NA
1947-10-01,259.745,2056.508,0,0.0407075745737924,0.0156427638018717,NA,NA
1948-01-01,265.742,2087.442,0,0.0230880286434769,0.0150420032404452,0.0928509154315607,0.0260473346604733
1948-04-01,272.567,2121.899,0,0.0256828051267772,0.0165068059376015,0.108140083262864,0.0457732387591276
1948-07-01,279.196,2134.056,0,0.0243206257544022,0.00572930191305043,0.118640943966985,0.0539412119709566
1948-10-01,280.366,2136.44,0,0.00419060444992048,0.00111712157506672,0.0793894011434291,0.0388678283770354
1949-01-01,275.034,2107.001,1,-0.0190179979027419,-0.0137794649042331,0.034966245456119,0.00936984117403039
1949-04-01,271.351,2099.814,1,-0.013391071649323,-0.00341100929710048,-0.00446128841715987,-0.0104081296989159
1949-07-01,272.889,2121.493,1,0.00566793562581269,0.0103242477667069,-0.022589865184315,-0.00588691205854019
1949-10-01,270.627,2103.688,0,-0.00828908457284783,-0.0083926744042998,-0.0347367369795195,-0.0153301754320271
1950-01-01,280.828,2186.365,0,0.0376939477583533,0.0393009799932313,0.0210664863253269,0.0376668069924977
1950-04-01,290.383,2253.045,0,0.0340243850328315,0.0304981098764385,0.0701379394216346,0.0729736062336952
1950-07-01,308.153,2340.112,0,0.0611950424095076,0.0386441460334792,0.129224703084404,0.103049597618281
1950-10-01,319.945,2384.92,0,0.0382667051756762,0.0191478014727506,0.182236066615674,0.133685223284061
1951-01-01,336,2417.311,0,0.0501804997733981,0.0135815876423522,0.196461891264404,0.105630121228615
1951-04-01,344.09,2459.196,0,0.0240773809523811,0.0173271043734136,0.184952287151796,0.0914988382389166
1951-07-01,351.385,2509.88,0,0.0212008486151873,0.0206099879798107,0.140293944891012,0.0725469550175377
1951-10-01,356.178,2515.408,0,0.0136403090627095,0.00220249573684872,0.113247589429433,0.0547137849487613
1952-01-01,359.82,2542.286,0,0.0102252244664183,0.0106853440873207,0.0708928571428571,0.0517000088114437
1952-04-01,361.03,2547.762,0,0.00336279250736493,0.00215396694156356,0.0492313057630271,0.0360142095221365
1952-07-01,367.701,2566.153,0,0.0184776888347231,0.00721849215115045,0.0464333992629169,0.02242059381325
